Temperature,Dew,Humidity,Pressure,Precipitation,distnace_from_shoreline,Developed_High_Intensity_area,Woody_Wetlands,elevation,wind_speed
39.5,23.7,56.6,30,0,255.6,3.11177295,0.23003838,299,3.8
45.2,30.4,58,30,0,255.6,3.11177295,0.23003838,299,1.7
47.9,35.3,65.5,29.9,0,255.6,3.11177295,0.23003838,299,0.9
52.3,42.3,72,29.7,0,255.6,3.11177295,0.23003838,299,3
60.8,49,74.5,29.6,0.59,255.6,3.11177295,0.23003838,299,7
60,55.7,88.1,29.7,1.09,255.6,3.11177295,0.23003838,299,6.8
58.2,53.1,86.1,29.4,0,255.6,3.11177295,0.23003838,299,8.6
55.3,46.5,74.2,29.4,0.42,255.6,3.11177295,0.23003838,299,8.4
55.6,44.4,70.5,29.5,0,255.6,3.11177295,0.23003838,299,6.2
68.2,57.8,72,29.4,0,255.6,3.11177295,0.23003838,299,9.8
45.1,26.8,51.3,29.9,0.09,255.6,3.11177295,0.23003838,299,6.6
58.9,53,84.6,29.3,0,108.7,15.88411539,1.98868527,450,5.2
67,60,79.7,29.2,0,108.7,15.88411539,1.98868527,450,9.9
40.4,31.9,72.6,29.6,0,108.7,15.88411539,1.98868527,450,18.7
38.1,19.2,47.1,30,0,108.7,15.88411539,1.98868527,450,15.6
41.4,21.2,48.8,29.9,0,108.7,15.88411539,1.98868527,450,4.9
51.3,31.2,48.5,29.6,0,108.7,15.88411539,1.98868527,450,5.2
54.9,39.6,60.7,29.8,0,108.7,15.88411539,1.98868527,450,8
53,28.3,42.5,29.7,0,108.7,15.88411539,1.98868527,450,4.1
57,34,47.3,29.6,0,108.7,15.88411539,1.98868527,450,5.6
59.8,41.7,54.2,29.5,0,108.7,15.88411539,1.98868527,450,6.4
63.7,50.4,67,29.4,0,108.7,15.88411539,1.98868527,450,9.1
58.2,50.3,79.4,29.6,0,108.7,15.88411539,1.98868527,450,10.6
49.4,22.4,40.5,29.9,0,108.7,15.88411539,1.98868527,450,2.8
56.6,29.5,39.1,29.7,0,108.7,15.88411539,1.98868527,450,10.7
63.3,47.5,60.4,29.6,0,108.7,15.88411539,1.98868527,450,15.1
72.3,57.5,63.6,29.3,0,108.7,15.88411539,1.98868527,450,16.4
68.7,40,46.8,29.4,0,108.7,15.88411539,1.98868527,450,15.5
52.9,25.3,35.8,29.8,0,108.7,15.88411539,1.98868527,450,9
55.2,29.7,39.4,29.8,0,108.7,15.88411539,1.98868527,450,6.6
65.3,52.4,64.4,29.6,0,108.7,15.88411539,1.98868527,450,9.7
74.8,62.9,69.9,29.3,0,108.7,15.88411539,1.98868527,450,15
80,59.3,56.3,29.3,0,108.7,15.88411539,1.98868527,450,9.2
54.8,47.2,76.2,29.5,0,108.7,15.88411539,1.98868527,450,12.5
41.4,37.7,87.3,29.6,0,108.7,15.88411539,1.98868527,450,8.7
41.2,37.1,86.4,29.8,0,108.7,15.88411539,1.98868527,450,8.9
42.2,35.7,78.1,29.8,0,108.7,15.88411539,1.98868527,450,8
47.3,41.9,84,29.8,0.01,108.7,15.88411539,1.98868527,450,7.8
53.2,27.1,46.4,29.8,0,108.7,15.88411539,1.98868527,450,5.1
79.8,71.3,76.5,29.3,0,108.7,15.88411539,1.98868527,450,13.9
83.4,71.5,68.9,29.2,0,108.7,15.88411539,1.98868527,450,14.4
83.3,72.1,70.9,29.3,0,108.7,15.88411539,1.98868527,450,14.5
83.6,72,69.3,29.2,0,108.7,15.88411539,1.98868527,450,17.8
84.4,72.9,69.4,29.2,0,108.7,15.88411539,1.98868527,450,9.8
87.5,72.3,63.5,29.3,0,108.7,15.88411539,1.98868527,450,8.1
88,71,62.7,29.2,0,108.7,15.88411539,1.98868527,450,12.8
87.3,72.9,66.2,29.1,0,108.7,15.88411539,1.98868527,450,16
87.9,74.2,65.8,29.2,0,108.7,15.88411539,1.98868527,450,17
86.5,74.2,68.1,29.4,0,108.7,15.88411539,1.98868527,450,16.7
84.7,70.4,64.5,29.5,0,108.7,15.88411539,1.98868527,450,15.6
84.2,66.5,60.1,29.4,0,108.7,15.88411539,1.98868527,450,14
84.4,67,59.1,27.4,0,108.7,15.88411539,1.98868527,450,11.4
85.8,67,58,29.3,0,108.7,15.88411539,1.98868527,450,12.9
86.6,66.3,55.9,29.3,0,108.7,15.88411539,1.98868527,450,11.3
85,67.3,61.6,26.5,0,108.7,15.88411539,1.98868527,450,11.7
81.9,62.5,56.6,28.2,0,108.7,15.88411539,1.98868527,450,15
85.5,65.3,56.7,28.2,0,108.7,15.88411539,1.98868527,450,15
86,70,61.8,29.2,0,108.7,15.88411539,1.98868527,450,14.3
87.8,70.5,61.2,29,0,108.7,15.88411539,1.98868527,450,12.9
88.3,72.4,62.5,29.2,0,108.7,15.88411539,1.98868527,450,13.2
78.1,68.2,73,29.5,0.09,108.7,15.88411539,1.98868527,450,14.6
76.1,69.9,82.1,29.4,0.36,108.7,15.88411539,1.98868527,450,10.9
73.4,67.5,83.1,29.2,0,108.7,15.88411539,1.98868527,450,12.8
74.3,64.5,74.3,29.3,0.43,108.7,15.88411539,1.98868527,450,11.1
83.6,68.8,63.4,29.4,0,108.7,15.88411539,1.98868527,450,9.9
85.4,72.3,67.5,29.4,0,108.7,15.88411539,1.98868527,450,9.8
85.8,71.1,65.3,29.3,0,108.7,15.88411539,1.98868527,450,14.2
85.6,70,63.5,29.1,0,108.7,15.88411539,1.98868527,450,19.4
85.7,72,64.9,29.1,0,108.7,15.88411539,1.98868527,450,20.2
85.4,72.5,67.7,29.2,0,108.7,15.88411539,1.98868527,450,16.7
88.9,69,54.9,29.4,0,108.7,15.88411539,1.98868527,450,12.7
91.7,66.7,47.6,29.4,0,108.7,15.88411539,1.98868527,450,18.3
92.3,69.1,50.6,29.3,0,108.7,15.88411539,1.98868527,450,17.2
91.4,68.5,50.7,29.3,0,108.7,15.88411539,1.98868527,450,16.8
90,68.7,54.2,29.4,0,108.7,15.88411539,1.98868527,450,15.2
89.5,69.4,55.2,29.4,0,108.7,15.88411539,1.98868527,450,15.7
88.5,70.4,58.3,29.4,0,108.7,15.88411539,1.98868527,450,14.5
87.5,70.4,59.2,29.4,0,108.7,15.88411539,1.98868527,450,12.8
87.8,71,60.6,29.4,0,108.7,15.88411539,1.98868527,450,10.8
90.4,69.5,54.3,29.4,0,108.7,15.88411539,1.98868527,450,10.3
88.1,71.3,61,29.4,0,108.7,15.88411539,1.98868527,450,9.4
85.2,73.4,68.6,29.4,0.03,108.7,15.88411539,1.98868527,450,8.6
87.8,71.2,60.6,29.4,0.58,108.7,15.88411539,1.98868527,450,8
78.7,73.4,84.5,29.3,0,108.7,15.88411539,1.98868527,450,14.9
75.7,74.3,95.9,29.3,1.61,108.7,15.88411539,1.98868527,450,12
84.5,72.4,71.9,29.3,2.13,108.7,15.88411539,1.98868527,450,12.1
85.1,72.1,70.5,29.4,0,108.7,15.88411539,1.98868527,450,9.7
87.4,74.8,69.3,29.4,0,108.7,15.88411539,1.98868527,450,9.3
87.7,73,64.7,29.3,0.01,108.7,15.88411539,1.98868527,450,12
87.3,73.3,65,29.4,0,108.7,15.88411539,1.98868527,450,12.8
85.3,73.7,70.3,29.4,0,108.7,15.88411539,1.98868527,450,8.6
88.5,73.1,63.3,29.3,0,108.7,15.88411539,1.98868527,450,10.7
83.9,73.4,71.3,29.3,0,108.7,15.88411539,1.98868527,450,6.9
84.4,74.7,73.3,29.3,0,108.7,15.88411539,1.98868527,450,7.8
79.6,74.8,85.7,29.4,0.06,108.7,15.88411539,1.98868527,450,8
82.7,74.7,78,29.4,0.43,108.7,15.88411539,1.98868527,450,5.9
86.4,74,68.4,29.3,0,108.7,15.88411539,1.98868527,450,10.2
86.3,73.9,68.7,29.2,0,108.7,15.88411539,1.98868527,450,11
86.6,74.9,69.8,29.3,0,108.7,15.88411539,1.98868527,450,9.1
82.9,74,76.1,29.4,0,108.7,15.88411539,1.98868527,450,9.8
80.6,75.7,86.1,29.4,0.12,108.7,15.88411539,1.98868527,450,7.9
66.2,63.6,91.3,29.5,0.47,108.7,15.88411539,1.98868527,450,8.3
68.6,65.1,88.8,29.6,0.04,108.7,15.88411539,1.98868527,450,5.8
76,69.1,81.2,29.4,0,108.7,15.88411539,1.98868527,450,10.1
76.5,65.1,67.5,29.3,0,108.7,15.88411539,1.98868527,450,12.3
50.3,24.9,20.4,29.4,0,108.7,15.88411539,1.98868527,450,6.4
64.8,57.5,73.1,29.4,0,108.7,15.88411539,1.98868527,450,3
79.3,71.7,79,29.5,0,108.7,15.88411539,1.98868527,450,9.8
78,68,73.7,29.6,0,108.7,15.88411539,1.98868527,450,9.3
76.7,67.7,75.4,29.5,0,108.7,15.88411539,1.98868527,450,11
76.6,66.8,73.3,29.3,0,108.7,15.88411539,1.98868527,450,9.4
72.3,64.1,76,29.3,0,108.7,15.88411539,1.98868527,450,11.3
55.3,32,42.4,29.7,0,108.7,15.88411539,1.98868527,450,10.3
55.6,34.7,49.4,29.6,0,108.7,15.88411539,1.98868527,450,9.2
58.7,54.4,85.9,29.4,0.02,108.7,15.88411539,1.98868527,450,6.4
53.5,42.2,68.7,29.7,0,108.7,15.88411539,1.98868527,450,8.5
47.6,35.3,63.3,29.9,0,108.7,15.88411539,1.98868527,450,8.1
53,32,46.1,29.8,0,108.7,15.88411539,1.98868527,450,5.8
53.2,43.4,70.4,29.7,0,108.7,15.88411539,1.98868527,450,7.2
45.4,43.4,92.9,29.8,0.12,108.7,15.88411539,1.98868527,450,12
46.3,39.1,77,29.9,0.07,108.7,15.88411539,1.98868527,450,8.5
45.3,42.8,91,29.8,0.17,108.7,15.88411539,1.98868527,450,6.6
49.5,48.4,96.6,29.7,0.02,108.7,15.88411539,1.98868527,450,5.9
53.8,53,97.4,29.5,0.05,108.7,15.88411539,1.98868527,450,4
60.3,58.8,94.9,29.4,0.03,108.7,15.88411539,1.98868527,450,5.5
55.3,53.7,94.3,29.5,0,108.7,15.88411539,1.98868527,450,12.7
53.7,44.6,74.1,29.4,0.1,108.7,15.88411539,1.98868527,450,9.8
62.9,47.8,62.8,29.4,0,108.7,15.88411539,1.98868527,450,3.7
62.8,59.1,88.8,29.4,0,108.7,15.88411539,1.98868527,450,5
72.8,63.2,75.7,29.2,0,108.7,15.88411539,1.98868527,450,7.4
59.8,41.3,53.3,29.6,0,108.7,15.88411539,1.98868527,450,11.1
44.2,29.2,59.3,29.9,0,171.2,5.70265839,2.07868518,371,7.4
44.1,31,62.8,29.8,0,171.2,5.70265839,2.07868518,371,2.8
50.8,39.1,67.2,29.6,0,171.2,5.70265839,2.07868518,371,8.9
60.2,41.4,54.5,29.4,0,171.2,5.70265839,2.07868518,371,14.6
46,19.3,35.2,29.6,0,171.2,5.70265839,2.07868518,371,5.6
45.2,39.3,80.1,29.5,0,171.2,5.70265839,2.07868518,371,8.3
44.8,35.8,71.4,29.7,0.02,171.2,5.70265839,2.07868518,371,8.1
51.1,44.3,79,29.6,0,171.2,5.70265839,2.07868518,371,8.2
48.3,45.4,90,29.7,0,171.2,5.70265839,2.07868518,371,5.5
40.1,37.3,90.1,29.7,0,171.2,5.70265839,2.07868518,371,7
33.4,31.2,91.4,29.7,0.54,171.2,5.70265839,2.07868518,371,9.1
30.8,27.6,87.7,29.8,0.11,171.2,5.70265839,2.07868518,371,8.8
31.2,24.4,76.2,29.8,0,171.2,5.70265839,2.07868518,371,8.4
24.9,19,78.8,29.8,0,171.2,5.70265839,2.07868518,371,9.2
12.5,6.2,76.2,29.8,0,171.2,5.70265839,2.07868518,371,13.2
13.7,2.6,62.8,29.8,0,171.2,5.70265839,2.07868518,371,4.2
24.7,20.7,84.6,29.7,0,171.2,5.70265839,2.07868518,371,8.2
26.7,19.8,75.6,29.9,0,171.2,5.70265839,2.07868518,371,8.7
26.3,17.2,70.8,30.1,0,171.2,5.70265839,2.07868518,371,2.6
35.1,25.4,70.8,29.9,0.12,171.2,5.70265839,2.07868518,371,5.3
48.8,39.7,71.5,29.7,0,171.2,5.70265839,2.07868518,371,9.9
34.2,21.1,39.3,29.8,0,171.2,5.70265839,2.07868518,371,1.9
42.4,24.6,22.4,29.6,0,171.2,5.70265839,2.07868518,371,10.7
62.5,50.8,67.8,29.6,0,171.2,5.70265839,2.07868518,371,10.4
56,45.4,69.1,29.7,0,171.2,5.70265839,2.07868518,371,7.5
51.4,49,91.5,29.6,0.33,171.2,5.70265839,2.07868518,371,4.3
60.4,56.7,88.2,29.5,0.01,171.2,5.70265839,2.07868518,371,5.8
69.7,63.6,81.4,29.5,0.05,171.2,5.70265839,2.07868518,371,11.5
44.2,29.2,59.3,29.9,0,171.2,5.70265839,2.07868518,371,7.4
44.1,31,62.8,29.8,0,171.2,5.70265839,2.07868518,371,2.8
50.8,39.1,67.2,29.6,0,171.2,5.70265839,2.07868518,371,8.9
60.2,41.4,54.5,29.4,0,171.2,5.70265839,2.07868518,371,14.6
46,19.3,35.2,29.6,0,171.2,5.70265839,2.07868518,371,5.6
45.2,39.3,80.1,29.5,0,171.2,5.70265839,2.07868518,371,8.3
44.8,35.8,71.4,29.7,0.02,171.2,5.70265839,2.07868518,371,8.1
51.1,44.3,79,29.6,0,171.2,5.70265839,2.07868518,371,8.2
48.3,45.4,90,29.7,0,171.2,5.70265839,2.07868518,371,5.5
40.1,37.3,90.1,29.7,0,171.2,5.70265839,2.07868518,371,7
33.4,31.2,91.4,29.7,0.54,171.2,5.70265839,2.07868518,371,9.1
30.8,27.6,87.7,29.8,0.11,171.2,5.70265839,2.07868518,371,8.8
31.2,24.4,76.2,29.8,0,171.2,5.70265839,2.07868518,371,8.4
24.9,19,78.8,29.8,0,171.2,5.70265839,2.07868518,371,9.2
12.5,6.2,76.2,29.8,0,171.2,5.70265839,2.07868518,371,13.2
13.7,2.6,62.8,29.8,0,171.2,5.70265839,2.07868518,371,4.2
24.7,20.7,84.6,29.7,0,171.2,5.70265839,2.07868518,371,8.2
26.7,19.8,75.6,29.9,0,171.2,5.70265839,2.07868518,371,8.7
26.3,17.2,70.8,30.1,0,171.2,5.70265839,2.07868518,371,2.6
35.1,25.4,70.8,29.9,0.12,171.2,5.70265839,2.07868518,371,5.3
48.8,39.7,71.5,29.7,0,171.2,5.70265839,2.07868518,371,9.9
34.2,21.1,39.3,29.8,0,171.2,5.70265839,2.07868518,371,1.9
42.4,24.6,22.4,29.6,0,171.2,5.70265839,2.07868518,371,10.7
62.5,50.8,67.8,29.6,0,171.2,5.70265839,2.07868518,371,10.4
56,45.4,69.1,29.7,0,171.2,5.70265839,2.07868518,371,7.5
51.4,49,91.5,29.6,0.33,171.2,5.70265839,2.07868518,371,4.3
60.4,56.7,88.2,29.5,0.01,171.2,5.70265839,2.07868518,371,5.8
69.7,63.6,81.4,29.5,0.05,171.2,5.70265839,2.07868518,371,11.5
85,73.2,69.3,29.6,0,171.2,5.70265839,2.07868518,371,4.1
76.6,73.3,89.8,29.6,0.15,171.2,5.70265839,2.07868518,371,3.2
78.4,70.4,78,29.6,0.16,171.2,5.70265839,2.07868518,371,3.5
77.6,67.8,74,29.6,0,171.2,5.70265839,2.07868518,371,2.7
76.8,66,71.8,29.7,0,171.2,5.70265839,2.07868518,371,3.1
79.8,67.1,68,29.6,0,171.2,5.70265839,2.07868518,371,3.9
80.5,72.4,77.3,29.6,0,171.2,5.70265839,2.07868518,371,5.8
83.2,72.5,72.2,29.6,0.12,171.2,5.70265839,2.07868518,371,10.4
83.3,73.2,73.4,29.6,0,171.2,5.70265839,2.07868518,371,9.3
83.6,73.2,72.7,29.7,0,171.2,5.70265839,2.07868518,371,9.8
83.6,73.2,73.2,29.7,0,171.2,5.70265839,2.07868518,371,8
83.5,71.8,70.3,29.7,0,171.2,5.70265839,2.07868518,371,6.4
83.3,71.8,71,29.7,0,171.2,5.70265839,2.07868518,371,3.9
80,71.8,77.1,29.7,0,171.2,5.70265839,2.07868518,371,5.8
79,70.5,76.8,29.6,0,171.2,5.70265839,2.07868518,371,2.4
79,71,77.8,29.5,0,171.2,5.70265839,2.07868518,371,3.3
78.9,72.4,81.7,29.5,0,171.2,5.70265839,2.07868518,371,4.9
76.3,72.2,88,29.6,1.08,171.2,5.70265839,2.07868518,371,6.3
79.8,75.7,87.8,29.6,1.19,171.2,5.70265839,2.07868518,371,7.8
82.4,74.5,78.6,29.5,0.28,171.2,5.70265839,2.07868518,371,7.7
82.5,72.7,74,29.5,0,171.2,5.70265839,2.07868518,371,6.1
83.2,71.7,70.8,29.6,0,171.2,5.70265839,2.07868518,371,5.3
82.5,71.3,71.1,29.6,0,171.2,5.70265839,2.07868518,371,4.3
83,72,71.7,29.6,0,171.2,5.70265839,2.07868518,371,4.3
84.5,73.3,70.7,29.6,0,171.2,5.70265839,2.07868518,371,3.7
83.4,72,70.6,29.6,0,171.2,5.70265839,2.07868518,371,4.9
79.8,71.1,76.6,29.6,0,171.2,5.70265839,2.07868518,371,5.6
77.3,71.7,83.3,29.6,0,171.2,5.70265839,2.07868518,371,6.5
80.4,71.9,77.2,29.6,0.24,171.2,5.70265839,2.07868518,371,4.3
80.5,71.1,75.1,29.4,0,171.2,5.70265839,2.07868518,371,5.9
82.9,71.3,70.4,29.4,0,171.2,5.70265839,2.07868518,371,3.8
59.7,32.6,37.9,29.8,0,171.2,5.70265839,2.07868518,371,3.5
59.4,48.6,69.3,29.8,0,171.2,5.70265839,2.07868518,371,7
47.9,44.6,88.5,29.8,0,171.2,5.70265839,2.07868518,371,8.1
47.6,37.6,71.5,29.9,0.39,171.2,5.70265839,2.07868518,371,5.9
46.5,33.5,65.9,29.8,0,171.2,5.70265839,2.07868518,371,2.4
48.8,38.8,72.1,29.9,0,171.2,5.70265839,2.07868518,371,2
51.6,43,76.2,29.8,0,171.2,5.70265839,2.07868518,371,3.5
56.8,31.8,47.9,29.8,0,171.2,5.70265839,2.07868518,371,4.6
59.1,38.6,53.1,29.8,0,171.2,5.70265839,2.07868518,371,5
66,58,77.2,29.6,0,171.2,5.70265839,2.07868518,371,9.9
59.8,50.4,74,29.6,0.69,171.2,5.70265839,2.07868518,371,8.8
54.2,35.3,54.4,29.8,0,171.2,5.70265839,2.07868518,371,7.9
46.8,30.2,57.1,29.8,0,171.2,5.70265839,2.07868518,371,3.5
56.8,41.5,60.1,29.7,0,171.2,5.70265839,2.07868518,371,4.7
63.6,55.1,75.9,29.7,0,171.2,5.70265839,2.07868518,371,7.3
69.4,48,58.2,29.6,0,171.2,5.70265839,2.07868518,371,13.7
70.3,41.5,45.6,29.6,0,171.2,5.70265839,2.07868518,371,11.8
55.7,33.4,44.8,29.9,0,171.2,5.70265839,2.07868518,371,10.2
46.3,21.2,40,30,0,171.2,5.70265839,2.07868518,371,3.6
56.7,23.5,32,29.8,0,171.2,5.70265839,2.07868518,371,7.5
65.3,60.2,84,29.7,0,171.2,5.70265839,2.07868518,371,8.5
53.2,36.9,58.8,29.9,0.09,171.2,5.70265839,2.07868518,371,5.1
50.7,36.8,64.9,29.8,0,171.2,5.70265839,2.07868518,371,6.2
63,51.5,66.5,29.7,0,171.2,5.70265839,2.07868518,371,12.2
57.9,49.9,76.3,29.8,0.81,171.2,5.70265839,2.07868518,371,8.6
41.6,30.2,66.3,29.9,0.01,171.2,5.70265839,2.07868518,371,2.9
44.7,39.4,82.2,29.7,0,171.2,5.70265839,2.07868518,371,5
52.1,45.4,80.2,29.8,0.36,171.2,5.70265839,2.07868518,371,3.2
52.4,27.9,46.9,29.8,0,171.2,5.70265839,2.07868518,371,4.7
56.9,33,43.4,29.7,0,171.2,5.70265839,2.07868518,371,8.1
51,29.9,48.1,30,0,93.05,4.36725432,1.90633014,289,9.1
54,31.7,45.1,29.9,0,93.05,4.36725432,1.90633014,289,5.4
58.9,49,71.5,29.7,0,93.05,4.36725432,1.90633014,289,11.9
65.8,53.4,66.7,29.5,0,93.05,4.36725432,1.90633014,289,13.8
49.3,37.1,63.4,29.6,0,93.05,4.36725432,1.90633014,289,8.4
53.7,42.9,69.3,29.5,0.08,93.05,4.36725432,1.90633014,289,8.5
51.6,39,64.9,29.7,0,93.05,4.36725432,1.90633014,289,8.9
60.3,53.4,79.1,29.6,0,93.05,4.36725432,1.90633014,289,10.6
55.4,51.5,87,29.7,0,93.05,4.36725432,1.90633014,289,7.8
41.6,39.1,91,29.7,0,93.05,4.36725432,1.90633014,289,11.8
33.6,30.4,88.2,29.8,0.01,93.05,4.36725432,1.90633014,289,15.6
30.9,25.8,81.5,29.8,0.14,93.05,4.36725432,1.90633014,289,17
29.9,24.8,81.4,29.8,0,93.05,4.36725432,1.90633014,289,15.4
24.2,19.6,82.6,29.8,0,93.05,4.36725432,1.90633014,289,17.1
14.1,7.1,73.9,29.9,0,93.05,4.36725432,1.90633014,289,15.9
19.4,8.2,62.3,29.8,0,93.05,4.36725432,1.90633014,289,5.7
31.3,27.5,85.7,29.7,0,93.05,4.36725432,1.90633014,289,12.9
29.2,23.7,80,30,0.79,93.05,4.36725432,1.90633014,289,14
30.8,22.5,72.5,30.1,0,93.05,4.36725432,1.90633014,289,5
44.1,33.3,68.5,29.9,0,93.05,4.36725432,1.90633014,289,8.7
58.6,47.8,69.3,29.8,0,93.05,4.36725432,1.90633014,289,10.7
58.6,36.3,46.4,29.9,0,93.05,4.36725432,1.90633014,289,4.7
61,45.7,59.3,29.7,0,93.05,4.36725432,1.90633014,289,9.4
67.6,57.7,73.5,29.7,0,93.05,4.36725432,1.90633014,289,8.7
60.5,52.6,77.4,29.7,0,93.05,4.36725432,1.90633014,289,7.2
57.4,52.4,84.2,29.6,0.09,93.05,4.36725432,1.90633014,289,5.4
69.2,62.9,81,29.6,0,93.05,4.36725432,1.90633014,289,10.2
72.9,65.8,78.8,29.5,0,93.05,4.36725432,1.90633014,289,12.4
70.8,65.7,84.3,29.6,1.2,93.05,4.36725432,1.90633014,289,9.4
72.7,66,80.9,29.3,0.43,93.05,4.36725432,1.90633014,289,9.9
80.6,70.8,72.9,29.3,0,93.05,4.36725432,1.90633014,289,13.9
74.4,67.5,79.8,29.5,0,93.05,4.36725432,1.90633014,289,8.9
68.9,55.4,63.5,29.7,0,93.05,4.36725432,1.90633014,289,7.7
73.7,58.2,60.7,29.8,0,93.05,4.36725432,1.90633014,289,5.6
74.7,56.5,54.8,29.8,0,93.05,4.36725432,1.90633014,289,8
74.2,64.7,73.3,29.6,0,93.05,4.36725432,1.90633014,289,13.5
80.4,70.9,73.3,29.5,0,93.05,4.36725432,1.90633014,289,12.5
77.9,71.8,81.5,29.6,0,93.05,4.36725432,1.90633014,289,7.5
70.9,66,85.2,29.6,0,93.05,4.36725432,1.90633014,289,13.1
64.2,58.6,82.2,29.8,0.84,93.05,4.36725432,1.90633014,289,12.4
68.1,57.3,70.5,29.9,0,93.05,4.36725432,1.90633014,289,8.1
72.9,58.7,61.5,29.8,0,93.05,4.36725432,1.90633014,289,6.5
73.3,63.1,71.3,29.7,0,93.05,4.36725432,1.90633014,289,8.3
73.9,67.5,80.7,29.6,0,93.05,4.36725432,1.90633014,289,10.9
74.5,68.7,82.6,29.5,0.03,93.05,4.36725432,1.90633014,289,8.5
70.6,65.4,84.2,29.5,0.04,93.05,4.36725432,1.90633014,289,10.9
69.5,63,80.2,29.5,1.85,93.05,4.36725432,1.90633014,289,7.1
73.4,65.6,77.4,29.6,0,93.05,4.36725432,1.90633014,289,4.7
75.2,68.7,80.6,29.7,0,93.05,4.36725432,1.90633014,289,7.7
76.6,70.8,82.4,29.8,0,93.05,4.36725432,1.90633014,289,12.2
72.3,69.2,90.2,29.8,0.27,93.05,4.36725432,1.90633014,289,6.6
73.7,69.9,87.8,29.7,0,93.05,4.36725432,1.90633014,289,7.4
77.2,72.3,85.2,29.7,0.55,93.05,4.36725432,1.90633014,289,9.2
78.7,71.9,80.3,29.8,0.09,93.05,4.36725432,1.90633014,289,8.4
80.2,71.4,75.7,29.7,0,93.05,4.36725432,1.90633014,289,9.8
76.5,69,78.1,29.6,0,93.05,4.36725432,1.90633014,289,14.4
78.4,63.5,61.9,29.6,1.01,93.05,4.36725432,1.90633014,289,4.4
77.1,67.7,73.3,29.7,0,93.05,4.36725432,1.90633014,289,9.2
78.3,69,74.3,29.7,0,93.05,4.36725432,1.90633014,289,10.3
86.8,73.8,66.9,29.7,0,93.05,4.36725432,1.90633014,289,6
81.9,73.6,76.1,29.7,0,93.05,4.36725432,1.90633014,289,7.4
82.6,72.8,73.5,29.6,0,93.05,4.36725432,1.90633014,289,6.5
84,72,68,29.6,0,93.05,4.36725432,1.90633014,289,7.3
81.3,69.5,67.9,29.7,0,93.05,4.36725432,1.90633014,289,5.5
81.9,71.5,71.6,29.7,0,93.05,4.36725432,1.90633014,289,5.4
82,73.4,76.6,29.7,0,93.05,4.36725432,1.90633014,289,8.9
85.3,74.5,71.5,29.6,0.02,93.05,4.36725432,1.90633014,289,11.2
84.8,74.8,73.9,29.7,0,93.05,4.36725432,1.90633014,289,10.5
84.7,75.2,75.2,29.7,0,93.05,4.36725432,1.90633014,289,9.6
85.6,74.8,72.1,29.7,0,93.05,4.36725432,1.90633014,289,8.7
84.8,74.6,73.3,29.7,0,93.05,4.36725432,1.90633014,289,6.5
84.7,73.5,70.6,29.8,0,93.05,4.36725432,1.90633014,289,5.2
85.4,72.6,67,29.8,0,93.05,4.36725432,1.90633014,289,4.9
78.4,71.9,80.9,29.7,0,93.05,4.36725432,1.90633014,289,6.7
81.6,72.1,74.8,29.6,1.43,93.05,4.36725432,1.90633014,289,4.3
83.1,72.4,71.7,29.6,0,93.05,4.36725432,1.90633014,289,6.1
81.3,75.5,82.3,29.6,0,93.05,4.36725432,1.90633014,289,8.2
85.7,75.4,74.1,29.6,0.71,93.05,4.36725432,1.90633014,289,8.7
85.2,73.5,70.3,29.6,0,93.05,4.36725432,1.90633014,289,8.8
85.6,73.4,68.6,29.6,0,93.05,4.36725432,1.90633014,289,7.8
84.5,71.4,67.1,29.7,0,93.05,4.36725432,1.90633014,289,5.5
84.7,70.5,65,29.7,0,93.05,4.36725432,1.90633014,289,5.1
85.6,72.3,66.7,29.6,0,93.05,4.36725432,1.90633014,289,5.8
86.9,73.5,65.7,29.7,0,93.05,4.36725432,1.90633014,289,3
86.1,73.5,67.4,29.6,0.02,93.05,4.36725432,1.90633014,289,3.6
82.6,72.5,72.8,29.6,0.01,93.05,4.36725432,1.90633014,289,6.8
83.5,72.6,70.4,29.6,0,93.05,4.36725432,1.90633014,289,6.4
83.2,72.8,72.6,29.6,0,93.05,4.36725432,1.90633014,289,6.2
86.4,71.2,62.4,29.5,0,93.05,4.36725432,1.90633014,289,6.5
87.8,70.8,58.6,29.4,0,93.05,4.36725432,1.90633014,289,6.1
67,52.3,61.3,29.8,0,93.05,4.36725432,1.90633014,289,4.9
66.6,58.9,78.3,29.9,0,93.05,4.36725432,1.90633014,289,3.5
58.8,55.3,88.3,29.8,0,93.05,4.36725432,1.90633014,289,10.1
52.3,44.9,77,29.9,1.57,93.05,4.36725432,1.90633014,289,10.2
53.5,39.3,60.2,29.9,0,93.05,4.36725432,1.90633014,289,4.8
56,41.5,60.4,29.9,0,93.05,4.36725432,1.90633014,289,3.8
58.7,48.2,70.1,29.9,0,93.05,4.36725432,1.90633014,289,4.2
63.1,53.6,72.9,29.9,0,93.05,4.36725432,1.90633014,289,6.7
65.7,57.7,76.9,29.8,0,93.05,4.36725432,1.90633014,289,6.9
70.8,62.4,76.7,29.6,0,93.05,4.36725432,1.90633014,289,10.4
66.3,54.7,68.7,29.7,0.05,93.05,4.36725432,1.90633014,289,10.3
60.2,45,59.3,29.8,0,93.05,4.36725432,1.90633014,289,5.8
55,34.1,47.8,29.9,0,93.05,4.36725432,1.90633014,289,4.3
62,49.5,64.8,29.8,0,93.05,4.36725432,1.90633014,289,4.8
